Drug Name	Gene Symbol
Gavestinel	GRIN3A|GRIN3B|GRIN2B|GRIN2C|GRIN2A|GRIN2D|GRIN1
Lipoic Acid	SLC5A6|LIPT1
Brentuximab vedotin	TNFRSF8
Cimicoxib	PTGS2
Ergotamine	ADRA1A|SLC6A2|ADRA1B|ADRA1D|DRD5|DRD2|ADRA2A|ADRA2B|DRD1|HTR2A|HTR2C|HTR1D|HTR1F|HTR1A|HTR1B
MF101	ESR2
6,7-DIMETHOXY-4-[(3R)-3-(2-NAPHTHYLOXY)PYRROLIDIN-1-YL]QUINAZOLINE	PDE10A
Naratriptan	HTR1D|HTR1F|HTR1A|HTR1B
HE3286	NFKB1|NFKB2
Argifin	CHIT1
SP-01A	HMGCR
Propylhexedrine	SLC18A2|TAAR1
2,5-bis-o-{3-[amino(imino)methyl]phenyl}-1,4:3,6-dianhydro-d-glucitol	PRSS1
(4Z)-6-bromo-4-({[4-(pyrrolidin-1-ylmethyl)phenyl]amino}methylidene)isoquinoline-1,3(2H,4H)-dione	IGF1R
N,4-dimethyl-3-[(1-phenyl-1H-pyrazolo[3,4-d]pyrimidin-4-yl)amino]benzamide	MAPK14
Piclamilast	PDE4A|PDE4B|PDE4C|PDE4D
5-chloro-N-{4-[(1R)-1,2-dihydroxyethyl]phenyl}-1H-indole-2-carboxamide	PYGL
Exenatide	GLP1R
N-[1-(5-bromo-2,3-dimethoxybenzyl)piperidin-4-yl]-4-sulfanylbutanamide	BACE1
Ciclesonide	NR3C1
(2Z)-N-(3-chloro-2'-methoxybiphenyl-4-yl)-2-cyano-3-hydroxybut-2-enamide	DHODH
5-ethoxy-4-(1-methyl-7-oxo-3-propyl-6,7-dihydro-1H-pyrazolo[4,3-d]pyrimidin-5-yl)thiophene-2-sulfonamide	PDE5A
(3AS,4R,9BR)-4-(4-HYDROXYPHENYL)-6-(METHOXYMETHYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-8-OL	ESR2|ESR1
2-[(4-fluorophenyl)sulfonylamino]-N-oxo-ethanamide	MMP12
9-Deazaguanine	HPRT1
CP-4055	DCK
SCV-07	TLR2|TLR9|TLR7|TLR4
Glycopyrrolate	CHRM3|CHRM2|CHRM1
Genistein	NCOA2|NCOA1|ESR2|ESR1|PTK2B|TOP2A
[5-AMINO-1-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL][3-(PIPERIDIN-4-YLOXY)PHENYL]METHANONE	MAPK14
Dutasteride	SRD5A1
2-chloro-5-nitro-N-phenylbenzamide	NCOA2|PPARG|RXRA
Naproxen	PTGS2|PTGS1
Propylthiouracil	TPO
N-[4-(benzyloxy)phenyl]glycinamide	LTA4H
IMIDAZOPYRIDAZIN 1	PIM1
(2s)-Pyrrolidin-2-Ylmethylamine	DPP4
Clemastine	HRH1
Nabumetone	PTGS2|PTGS1
(3,4-DIHYDROXY-2-NITROPHENYL)(PHENYL)METHANONE	COMT
3-[(4-fluorophenyl)sulfanyl]-N-(4-methyl-1,3-thiazol-2-yl)-6-[(4-methyl-4H-1,2,4-triazol-3-yl)sulfanyl]pyridine-2-carboxamide	GCK
2-(Acetylamino)-2-Deoxy-6-O-Methyl-Alpha-D-Allopyranose	CHIT1
Coenzyme A	CRAT|DBI|KAT2B|KAT2A|KAT5|ACAT2|HMGCR|CS
TD-2749	HTR4
Methoxy arachidonyl fluorophosphonate	FAAH
4-{5-[(Z)-(2,4-DIOXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}BENZENESULFONAMIDE	CDK2
2-(N-Morpholino)-Ethanesulfonic Acid	PRDX6|QDPR|ARL3|CMA1|L3MBTL1|GSTP1|IRGC|BCHE|SFTPA1|B4GALT1|ACHE|HSD11B1|ASL
Oxamic Acid	LDHA|LDHB
1-(2,6-Dichlorophenyl)-5-(2,4-Difluorophenyl)-7-Piperazin-1-Yl-3,4-Dihydroquinazolin-2(1h)-One	MAPK14
(2S)-N-[(3S)-1-(2-AMINO-2-OXOETHYL)-2-OXO-1,2,3,4-TETRAHYDROQUINOLIN-3-YL]-2-CHLORO-2H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE	PYGM
Carbamazepine	SCN5A
Nepafenac	PTGS2|PTGS1
N-[4-(1-BENZOYLPIPERIDIN-4-YL)BUTYL]-3-PYRIDIN-3-YLPROPANAMIDE	NAMPT
Amisulpride	HTR7|HTR2A|DRD3|DRD2
Bicine	PLG
Phenylpropanolamine	ADRA1A|ADRB1|ADRB2|ADRA2A|DRD1
R115777	FNTB
Tetrodotoxin	SCN2A|SCN8A|SCN3A|SCN1A
2,3-Dihydroxy-Benzoic Acid	LCN2
3-((3-bromo-5-o-tolylpyrazolo[1,5-a]pyrimidin-7-ylamino)methyl)pyridine 1-oxide	CDK2
Sonidegib	SMO
SR 121463	AVPR1B
Alpha-D-Glucose-1-Phosphate	PYGM
SC-74020	MMP2
ADX-10061	CALY
Desloratadine	HRH1
Omalizumab	MS4A2|FCER1A
Mevastatin	HMGCR
4-(4-FLUOROBENZYL)PIPERIDINE	BACE1
Trimetrexate	DHFR
Carba-Nicotinamide-Adenine-Dinucleotide	PARP1
Eplerenone	NR3C2
ING-1	EPCAM
2-Aminoethanimidic Acid	CTSB
Roxithromycin	ABCB1
Masoprocol	ALOX5
3-({2-[(2-AMINO-6-METHYLPYRIMIDIN-4-YL)ETHYNYL]BENZYL}AMINO)-1,3-OXAZOL-2(3H)-ONE	HSP90AA1
Sulfinpyrazone	ABCC1|ABCC2
2-MERCAPTO-N-[1,2,3,10-TETRAMETHOXY-9-OXO-5,6,7,9-TETRAHYDRO-BENZO[A]HEPTALEN-7-YL]ACETAMIDE	TUBA1C|TUBA1B|TUBA1A|STMN4|TUBB2B
1-DECYL-3-TRIFLUORO ETHYL-SN-GLYCERO-2-PHOSPHOMETHANOL	PLA2G1B
Adenosine Monotungstate	FHIT
2,3,4,5,6-Pentafluorobenzyl Alcohol	ADH1C
keyhole limpet hemocyanin	IL2
Latrunculin A	ACTA1|GSN
histamine dihydrochloride	HRH2
Myricetin	PIK3CG
Bevantolol	ADRA1A|ADRB1|ADRB2
DIMETHYL-(4,5,6,7-TETRABROMO-1H-BENZOIMIDAZOL-2-YL)-AMINE	CSNK2A1
Canfosfamide	GSTP1
Palonosetron	HTR3A
N-[(1-CHLORO-4-HYDROXYISOQUINOLIN-3-YL)CARBONYL]GLYCINE	EGLN1|HIF1A
Licofelone	PTGS2|ALOX5|PLA2G2E
6-[2-(3'-METHOXYBIPHENYL-3-YL)ETHYL]PYRIDIN-2-AMINE	BACE1
Iloprost	PDE4C|PTGER1|PLAT|PDE4A|PDE4B|PTGIR|PDE4D
3,5-Dichloro-4-[(4-Hydroxy-3-Isopropylphenoxy)Phenylacetic Acid	THRB|THRA
Antihemophilic Factor (Recombinant)	LRP1|HSPA5|F9|CALR|ASGR2|LMAN1|MCFD2|F10|VWF|CANX|PHYH
Pindolol	ADRB1|ADRB2|HTR1A|HTR1B
I-5	GSK3B
Beraprost	PTGIR
3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester	PDE4D
4,4'-PROPANE-2,2-DIYLDIPHENOL	ESRRG
(2R)-4-(2-BENZOYL-1,2-DIAZEPAN-1-YL)-4-OXO-1-(2,4,5-TRIFLUOROPHENYL)BUTAN-2-AMINE	DPP4
THIO-ATPA	GRIA2
N4-HYDROXY-2-ISOBUTYL-N1-(9-OXO-1,8-DIAZA-TRICYCLO[10.6.1.013,18]NONADECA-12(19),13,15,17-TETRAEN-10-YL)-SUCCINAMIDE	MMP7
L-Lysine	KARS|SLC7A2|SLC7A1
(21S)-1AZA-4,4-DIMETHYL-6,19-DIOXA-2,3,7,20-TETRAOXOBICYCLO[19.4.0] PENTACOSANE	FKBP1A
Para-Toluene Sulfonate	CTSH|LYZ
Entacapone	COMT
RU78262	SRC
5-(4-Methoxyphenoxy)-2,4-Quinazolinediamine	DHFRL1
8-Benzo[1,3]Dioxol-,5-Ylmethyl-9-Butyl-2-Fluoro-9h-Purin-6-Ylamine	HSP90AA1
6-(3,4-DIHYDROXYBENZYL)-3-ETHYL-1-(2,4,6-TRICHLOROPHENYL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-4(5H)-ONE	CDK2
PX-12	TXNRD1
Amlexanox	S100A13|S100A12|IL3|FGF1
Cromoglicic acid	KCNMA1|S100P
(2S)-4-(4-fluorobenzyl)-N-(2-sulfanylethyl)piperazine-2-carboxamide	BACE1
(R)-1-(4-(4-(HYDROXYMETHYL)-1,3,2-DIOXABOROLAN-2-YL)BENZYL)GUANIDINE	F11
[3-(1,3,2-Dioxaborolan-2-Yloxy)Propyl]Guanidine	PRSS3
5-Methyl-5-(4-Phenoxy-Phenyl)-Pyrimidine-2,4,6-Trione	MMP3
1-(3-chlorophenyl)-3-{5-[2-(thieno[3,2-d]pyrimidin-4-ylamino)ethyl]-1,3-thiazol-2-yl}urea	AURKA
Sitaxentan	EDNRA|EDNRB
Iloperidone	ADRA1A|DRD4|DRD2|DRD3|ADRA2C|HTR6|HTR7|HTR2A|HRH1|DRD1|HTR1A
SB-559448	MPL
N~3~-BENZYLPYRIDINE-2,3-DIAMINE	BACE1
Acetoacetic Acid	FAH
1-cyclobutyl-3-(3,4-dimethoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine	SRC
L-Thiocitrulline	NOS2
Ergocalciferol	VDR
5-BROMO-2-{[(4-CHLOROPHENYL)SULFONYL]AMINO}BENZOIC ACID	METAP2
N-anthracen-2-yl-5-methyl[1,2,4]triazolo[1,5-a]pyrimidin-7-amine	DHODH
5-Phosphoarabinonic Acid	GPI
1-(2-Deoxy-2-Fluoro-3-O-Phosphono-Beta-L-Ribofuranosyl)Pyrimidine-2,4(1h,3h)-Dione	RNASE1
Sorbitol 6-phosphate	GPI
(5-Chloropyrazolo[1,5-a]Pyrimidin-7-Yl)-(4-Methanesulfonylphenyl)Amine	CDK2
Diflorasone	NR3C1
Ethyl Isocyanide	MB
Bazedoxifene	ESR1
N-(4-OXO-5,6,7,8-TETRAHYDRO-4H-[1,3]THIAZOLO[5,4-C]AZEPIN-2-YL)ACETAMIDE	CHEK1
R-3-FLUORO-4-[2-HYDROXY-2-(5,5,8,8-TETRAMETHYL-5,6,7,8,-TETRAHYDRO-NAPHTALEN-2-YL)-ACETYLAMINO]-BENZOIC ACID	RARG
Halazepam	GABRA6|GABRG3|GABRR1|GABRG1|GABRR3|GABRA4|GABRP|GABRD|GABRE|GABRQ|GABRG2|GABRA5|GABRB1|GABRB2|GABRB3|GABRA1|GABRR2|GABRA3|GABRA2
5-(4-PHENOXYPHENYL)-5-(4-PYRIMIDIN-2-YLPIPERAZIN-1-YL)PYRIMIDINE-2,4,6(2H,3H)-TRIONE	MMP9
3-Methylthiofentanyl	OPRK1|OPRM1|OPRD1
7-{[(CYCLOHEXYLAMINO)CARBONYL]AMINO}HEPTANOIC ACID	EPHX2
Pyridoxine-5'-Phosphate	ODC1
Norelgestromin	PGR
Cycloleucine	GRIN1
4-[(2-{4-[(CYCLOPROPYLCARBAMOYL)AMINO]-1H-PYRAZOL-3-YL}-1H-BENZIMIDAZOL-6-YL)METHYL]MORPHOLIN-4-IUM	JAK2
FR221647	ADA
Flucytosine	DNMT1
2-fluoro-4-[4-(4-fluorophenyl)-1H-pyrazol-3-yl]pyridine	MAPK14
Amrinone	PDE4B|TNF|PDE3A
Armodafinil	SLC6A3
Triflusal	NFKB1|NOS2|PTGS1|PDE10A
4-(1R,3AS,4R,8AS,8BR)-[1-DIFLUOROMETHYL-2-(4-FLUOROBENZYL)-3-OXODECAHYDROPYRROLO[3,4-A]PYRROLIZIN-4-YL]BENZAMIDINE	F2
Dodecyl Sulfate	LYZ
(1S,2S,3R,4S,5S)-2,3,4-TRIHYDROXY-5-(HYDROXYMETHYL)CYCLOHEXYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE	LCT
Capsaicin	TRPV1
L-Glutamic Acid	GGCX|EARS2|FTCD|GRIA2|GRIA3|GRIA1|NADSYN1|GRIA4|ASNS|GLUL|ABAT|SLC25A18|GRID1|GLS|GAD1|GAD2|TAT|PSAT1|GCLM|GRIK5|AASS|GRID2|GCLC|OPLAH|GRIN3A|GRIN3B|GRM8|SLC1A7|PET112|GOT2|EPRS|GOT1|GRM1|PFAS|FOLH1|DNPEP|GLUD2|ALDH18A1|BCAT2|BCAT1|SLC25A22|GRM4|FPGS|GPT|GRIN1|GMPS|GRM7|GPT2|GRIK1|GRIK2|GRIK3|GRIK4|SLC7A11|GLUD1|GRIN2B|GRIN2C|GRIN2A|SLC1A2|GRIN2D|SLC1A6|CCBL2|SLC1A1|GLS2|SLC1A3
Trichlormethiazide	CA2|CA1|ATP1A1|CA4
Icosapent	PTGS2|PTGS1|ACSL3|ACSL4|PPARG|PPARD|FADS1|FFAR1|TRPV1|SLC8A1
N-(4-CHLOROPHENYL)-3-(PHOSPHONOOXY)NAPHTHALENE-2-CARBOXAMIDE	ALDOA
OGX-427	HSPB1
1-ETHOXY-2-(2-ETHOXYETHOXY)ETHANE	ACHE
2-[3-(2-Hydroxy-1,1-Dihydroxymethyl-Ethylamino)-Propylamino]-2-Hydroxymethyl-Propane-1,3-Diol	PDE4D
Ketazolam	TSPO|GABRG1|GABRB1|GABRE|GABRD|GABRA1
Ibandronate	FDPS
ROX-888	CCL3
Beta-Hydroxyasparagine	MASP2
Carboxymycobactin T	LCN2
Metronidazole	CYP51A1
1-GUANIDINO-4-(N-PHENYLMETHANESULFONYL-L-LEUCYL-L-PROLYLAMINO)BUTANE	F2
4-[(1S,2S,5S,9R)-5-(HYDROXYMETHYL)-8,9-DIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL	NCOA2|ESR1
C1 Esterase Inhibitor (Human)	SERPING1
N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)-4-Acetyl-Piperazine	PRSS1
N~3~-[3-(5-METHOXYPYRIDIN-3-YL)BENZYL]PYRIDINE-2,3-DIAMINE	BACE1
Etanercept	TNFRSF1B|FCGR2B|FCGR3A|C1QC|C1QB|C1QA|FCGR3B|LTA|TNF|FCGR1A|C1S|C1R|FCGR2A
Adenosine-5'-Phosphosulfate	PAPSS1
N-Tridecanoic Acid	PLA2G2A|PLA2G2E|PLA2G1B
CNF1010	HSP90AB1|HSP90AA1
(2s,3r)-3-Amino-2-Hydroxy-5-(Ethylsulfanyl)Pentanoyl-((S)-(-)-(1-Naphthyl)Ethyl)Amide	METAP2
3,8-DIBROMO-7-HYDROXY-4-METHYL-2H-CHROMEN-2-ONE	CSNK2A1
N-[2-(2-iodo-5-methoxy-1H-indol-3-yl)ethyl]acetamide	NQO2
(3s,6s,9r,10r,11s,12s,13e,15e,18s,21s)-18-{(1e,3e,7s,8s)-9-[(2s,3r,4s,5s,6r,9s,11s)-9-Ethyl-4-Hydroxy-3,5,11-Trimethyl-8-Oxo-1-Oxa-7-Azaspiro[5.5]Undec-2-Yl]-8-Hydroxy-1,7-Dimethylnona-1,3-Dienyl}-10,12-Dihydroxy-3-(3-Hydroxybenzyl)-6-Isopropyl-11-Methyl-	PPIA
N-Butyl-N'-Hydroxyguanidine	NOS1
Felbamate	GRIN2B|GRIN3A|GRIN2A
Certolizumab pegol	TNF
Phenserine	ACHE|BCHE
Penbutolol	ADRB1|ADRB2|HTR1A|HTR1B
6-CARBAMIMIDOYL-4-(3-HYDROXY-2-METHYL-BENZOYLAMINO)-NAPHTHALENE-2-CARBOXYLIC ACID METHYL ESTER	F11
Deoxyuridine-5'-Diphosphate	DUT
Dimethyltryptamine	HTR6|HTR2A|SIGMAR1
2,3,6A,7,8,9-HEXAHYDRO-11H-[1,4]DIOXINO[2,3-G]PYRROLO[2,1-B][1,3]BENZOXAZIN-11-ONE	GRIA2
beta-L-fucose	ACHE
Sitagliptin	DPP4
Lanosterol	LSS
N~2~-1,3-BENZOXAZOL-2-YL-3-CYCLOHEXYL-N-{2-[(4-METHOXYPHENYL)AMINO]ETHYL}-L-ALANINAMIDE	CTSS
Quercetin	ATP5C1|PIM1|ATP5A1|PIK3CG|ATP5B|HCK|STK17B|HIBCH
(3R)-4,4-DIFLUORO-3-[(4-METHOXYPHENYL)SULFONYL]BUTANOIC ACID	MMP9
2-{4-[4-({4-[2-methyl-1-(1-methylethyl)-1H-imidazol-5-yl]pyrimidin-2-yl}amino)phenyl]piperazin-1-yl}-2-oxoethanol	CDK2
ANX-510	TYMS
Pramlintide	CALCR|RAMP1|RAMP3|RAMP2
Ipilimumab	CTLA4
N-ALLYL-5-AMIDINOAMINOOXY-PROPYLOXY-3-CHLORO-N-CYCLOPENTYLBENZAMIDE	F2
2-Deoxy-2-Amino Glucitol-6-Phosphate	GNPDA1
Sipuleucel-T	ACPP
(2S)-1-(9H-Carbazol-4-yloxy)-3-(isopropylamino)propan-2-ol	ADRB2
S-(D-Carboxybutyl)-L-Homocysteine	BHMT
(3aS,4R,9bR)-2,2-difluoro-4-(4-hydroxyphenyl)-6-(methoxymethyl)-1,2,3,3a,4,9b-hexahydrocyclopenta[c]chromen-8-ol	ESR2
5,6-Dihydro-Benzo[H]Cinnolin-3-Ylamine	DAPK1
Tafluprost	PTGFR
Beclomethasone	NR3C1
(2-{[(4-BROMO-2-FLUOROBENZYL)AMINO]CARBONYL}-5-CHLOROPHENOXY)ACETIC ACID	AKR1B1
Prednicarbate	NR3C1
MT-Immucillin-H	PNP
L-Aspartic Acid	RNASE1|ASPA|ACY3|DARS|ASS1|ASPH|ASNS|LYZ|SLC1A1|PAICS|DARS2|ADSS|ADSSL1|GOT2|ASRGL1|GOT1|SLC25A13|SLC25A12|ACY1|CAD
Aminodi(Ethyloxy)Ethylaminocarbonylbenzenesulfonamide	CA2
Cycrimine	CHRM1
LATRUNCULIN B	ACTA1|MKL1
Dabrafenib	SIK1|LIMK1|RAF1|BRAF|NEK11
Firocoxib	PTGS2
(5E,13E)-11-HYDROXY-9,15-DIOXOPROSTA-5,13-DIEN-1-OIC ACID	PTGR1
pimagedine HCl	AKR1B1|TIMP3
(3S)-3-hydroxy-1-methyl-2,3-dihydro-1H-indole-5,6-dione	NQO2
Androstanedione	HSD17B1
5-ETHYL-3-METHYL-1,5-DIHYDRO-4H-PYRAZOLO[4,3-C]QUINOLIN-4-ONE	CHEK1
Ethopropazine	GRIN3A|CHRM2|CHRM1
1-(2-Fluorobenzyl)-3-Butyl-8-(N-Acetyl-4-Aminobenzyl)-Xanthine	PCK1
Flunarizine	CACNA1H|CACNA1I|CACNA1G|CALM3|HRH1
Indirubin-3'-Monoxime	CDK1|CDK2|CDK5R1|CDK5|GSK3B
(3r)-4-(P-Toluenesulfonyl)-1,4-Thiazane-3-Carboxylicacid-L-Leucine	FKBP1A
Hemi-Babim	PRSS1|F2
O-Sialic Acid	REG1A|AZGP1|SELE|CES1|SELP|SIGLEC1|MBL2
Vigabatrin	GABBR1|ABAT
3r-Hydroxydecanoyl-Coa	HSD17B4
HYDROXYFASUDIL	PRKACA|ROCK1|PKIA
7-AMINO-4-METHYL-CHROMEN-2-ONE	PPIF|HDAC8
Triamcinolone	NR3C1
7-[4-(Dimethylamino)Phenyl]-N-Hydroxy-4,6-Dimethyl-7-Oxo-2,4-Heptadienamide	HDAC8|HDAC7
Uridine-5'-Monophosphate Glucopyranosyl-Monophosphateester	GALE|GYG1
Hydralazine	AOC3|P4HA1
2-(4-Chlorophenyl)-5-Quinoxalinecarboxamide	PARP1
5-Hydroxy-N-Propargyl-1(R)-Aminoindan	MAOB
AZD3409	FNTA|FNTB
Pimavanserin	DRD2|HTR2A
5'-Deoxy-5'-(Methylthio)-Tubercidin	MTAP
N-[4-(5-fluoro-6-methylpyridin-2-yl)-5-quinoxalin-6-yl-1H-imidazol-2-yl]acetamide	TGFBR1
4-(5-BENZENESULFONYLAMINO-1-METHYL-1H-BENZOIMIDAZOL-2-YLMETHYL)-BENZAMIDINE	F2
Cyclobenzaprine	HTR2A
PICEATANNOL	ATP5C1|ATP5B|ATP5A1
LX1031	TPH1
Nimodipine	NR3C2|CACNB3|CACNB2|CACNB1|CACNA1C|CACNA1D|CACNA1F|CACNB4|AHR|CACNA1S
Phosphomethylphosphonic Acid Guanosyl Ester	CANT1
Phosphoaminophosphonic Acid Guanylate Ester	RAB8B
(2S)-2-(4-CHLOROPHENYL)-2-[4-(1H-PYRAZOL-4-YL)PHENYL]ETHANAMINE	PRKACA|PKIA
6-FLUORO-2-(2-HYDROXY-3-ISOBUTOXY-PHENYL)-1H-BENZOIMIDAZOLE-5-CARBOXAMIDINE	PLAU
XEN2174	SLC6A2
Methylergometrine	DRD1
6-Chloropurine Riboside, 5'-Monophosphate	IMPDH1|IMPDH2
Axitinib	FLT4|KDR|FLT1
Amifostine	ALPPL2|ENPP1
1-Deoxy-1-Methoxycarbamido-Beta-D-Glucopyranose	PYGM
Alpha-Difluoromethylornithine	ODC1
Temocapril	ACE
7,8-dihydroxy-4-phenyl-2H-chromen-2-one	COMT
Ingenol Mebutate	PRKCA|PRKCD
Lidocaine	SCN5A|EGFR
Propericiazine	ADRA1B|ADRA2A|DRD1
Brasofensine	DRD2
Nafarelin	GNRHR
Ursodeoxycholic acid	AKR1C2
BENZYL N-({(2S,3S)-3-[(PROPYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINATE	CTSB
2'-Deoxyguanosine-5'-Diphosphate	NME1
ADL 10-0101	OPRK1
[(4-{4-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Butyl}-Phenyl)-Difluoro-Methyl]-Phosphonic Acid	PTPN1
Inhibitor of P38 Kinase	MAPK14
N-Dodecyl-N,N-Dimethyl-3-Ammonio-1-Propanesulfonate	MAOB|IGF1
PLX4032	BRAF
Uridine-2',3'-Vanadate	RNASE1
Cis-[4,5-Bis-(4-Chlorophenyl)-2-(2-Isopropoxy-4-Methoxyphenyl)-4,5-Dihyd Roimidazol-1-Yl]-Piperazin-1-Yl-Methanone	MDM2
Pentamidine	TRDMT1
N-[2-(6-AMINO-4-METHYLPYRIDIN-2-YL)ETHYL]-4-CYANOBENZAMIDE	NOS2
Moexipril	ACE2|ACE
(S)-tacrine(10)-hupyridone	ACHE
Formic Acid	RNASE1|NOS1|GGACT|ACYP2|CA2|HMOX1|CASK|CTBP1|CYTH2|FGF1|GPHN
Dactinomycin	TOP2B|TOP2A
Renzapride	HTR4|HTR3A
N-(5-{3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]phenyl}-1,3,4-oxadiazol-2-yl)ethane-1,2-diamine	MAP2K1
Carmustine	GSR
difluoro(5-{2-[(5-octyl-1H-pyrrol-2-yl-kappaN)methylidene]-2H-pyrrol-5-yl-kappaN}pentanoato)boron	PPARG
METHYL (2Z)-2-(2-{[6-(2-CYANOPHENOXY)PYRIMIDIN-4-YL]OXY}PHENYL)-3-METHOXYACRYLATE	UQCR10|UQCR11|CYTB|CYC1|UQCRB|UQCRQ|UQCRH|UQCRFS1|UQCRC2|UQCRC1
7-Nitroindazole	NOS2|NOS3
4-[3-(2-Chloro-4,5-difluoro-benzoyl)ureido]-3-trifluoromethoxybenzoic acid	PYGL
Betaxolol	ADRB1|ADRB2
N'-(5-CHLORO-1,3-BENZODIOXOL-4-YL)-N-(3,4,5- TRIMETHOXYPHENYL)PYRIMIDINE-2,4-DIAMINE	EPHB4
Nesiritide	NPR1|NPR2|NPR3
DEHYDRO-2(S)-AMINO-6-BORONOHEXANOIC ACID	ARG1
Monothioglycerol	PREP
Pertuzumab	ERBB2
N-[(1S)-2-[(4-cyano-1-methylpiperidin-4-yl)amino]-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide	CTSS
4-Benzoylamino-4-{1-{1-Carbamoyl-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethylcarbamoyl}-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethylcarbamoyl}-Butyric Acid	PTPN1
(S)-blebbistatin	MYH14
Apixaban	F10
N-Acetyl-Serine	F13A1
Carbachol	CHRNA2|CHRM2|CHRM1
2,4-Diamino-5-(3,4,5-Trimethoxy-Benzyl)-Pyrimidin-1-Ium	DHFR
Muromonab	FCGR2B|FCGR3A|C1QC|C1QB|C1QA|FCGR3B|CD247|FCGR1A|C1S|C1R|FCGR2A|CD3D|CD3E|CD3G
Zileuton	ALOX5
Imiquimod	TLR8|TLR7
S-(N-Hydroxy-N-Iodophenylcarbamoyl)Glutathione	GLO1
Propranolol	ADRB1|ADRB2|ADRB3|HTR1A|HTR1B
Isotretinoin	RARA
molecular iodine	ND5
HGS-TR2J	TNFRSF10B
CC-8490	NFKB1|NFKB2|ESR1
9-Butyl-8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine	HSP90AA1
Hydrochlorothiazide	CA9|CA2|CA1|CA12|KCNMA1|SLC12A3|CA4
Fluoro-Phosphite Ion	PYGM
IMC-1C11	FLT4|KDR|FLT1
2-[(2-chloro-4-iodophenyl)amino]-N-{[(2R)-2,3-dihydroxypropyl]oxy}-3,4-difluorobenzamide	MAP2K1
3'-Uridinemonophosphate	RNASE1
1-CHLORO-6-(4-HYDROXYPHENYL)-2-NAPHTHOL	NCOA1|ESR2
Methyl Methylsulfinylmethyl Sulfide	FKBP1A
6-ETHYL-5-PHENYLPYRIMIDINE-2,4-DIAMINE	TYMS
9-ACETYL-2,3,4,9-TETRAHYDRO-1H-CARBAZOL-1-ONE	CREBBP
CRA_23653	PRSS1
1-[4-(hydroxymethyl)phenyl]guanidine	PRSS8
N-[[2-METHYL-4-HYDROXYCARBAMOYL]BUT-4-YL-N]-BENZYL-P-[PHENYL]-P-[METHYL]PHOSPHINAMID	MMP3
Bicalutamide	AR
Methyl alpha-D-mannoside	MBL2
Rifaximin	NR1I2
N2-[(benzyloxy)carbonyl]-n1-[(3S)-1-cyanopyrrolidin-3-yl]-l-leucinamide	CTSK
Phosphatidylethanolamine	PROCR
Myo-Inositol	CDIPT|GBA
1,5-Bis(N-Benzyloxycarbonyl-L-Leucinyl)Carbohydrazide	CTSK
Oxyphenonium	CHRM1
[(1-{2[(4-Carbamimidoyl-Phenylamino)-Methyl]-1-Methyl-1h-Benzoimidazol-5-Yl}-Cyclopropyl)-Pyridin-2-Yl-Methyleneaminooxy]-Acetic Acid Ethyl Ester	PRSS1
Eletriptan	HTR7|HTR2B|HTR1D|HTR1E|HTR1F|HTR1A|HTR1B
Tasosartan	AGTR2|AGTR1
4-(2-AMINOETHYL)BENZENESULFONAMIDE	CA2
Beta-L-Methyl-Fucose	MBL2
Anakinra	IL1R1
N-{1-[5-(1-Carbamoyl-2-Mercapto-Ethylcarbamoyl)-Pentylcarbamoyl]-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethyl}-3-{2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Acetylamino}-Succinamic Acid	PTPN1
Ethanesulfonic Acid	PPBP
Marimastat	MMP14|MMP15|MMP16|MMP10|MMP11|MMP12|MMP13|MMP23B|MMP28|MMP25|MMP27|MMP26|MMP20|MMP8|MMP9|MMP7|MMP2|MMP3|MMP1
Aeruginosin 98-B	PRSS1
N-{2-methyl-5-[(6-phenylpyrimidin-4-yl)amino]phenyl}methanesulfonamide	BACE1
Ezogabine	KCNQ4|KCNQ5|KCNQ2|KCNQ3
2-[(1S)-1-BENZYL-2-SULFANYLETHYL]-1H-IMIDAZO[4,5-C]PYRIDIN-5-IUM	MME
N-Acetylalanine	AKR1B1
2-HYDROXY-3,5-DIIODOBENZOIC ACID	EDNRA|AKR1C1
